0,0,18,45
11.7694,2.34109,18,45
9.97764,6.66684,18,45
6.66684,9.97764,18,45
2.34109,11.7694,18,45
-2.34109,11.7694,18,45
-6.66685,9.97763,18,45
-9.97764,6.66684,18,45
-11.7694,2.34108,18,45
-11.7694,-2.34109,18,45
-9.97763,-6.66684,18,45
-6.66684,-9.97764,18,45
-2.34108,-11.7694,18,45
2.34109,-11.7694,18,45
6.66685,-9.97763,18,45
9.97764,-6.66684,18,45
11.7694,-2.34108,18,45
24,0,18,45
22.1731,9.1844,18,45
16.9706,16.9706,18,45
9.1844,22.1731,18,45
0,24,18,45
-9.1844,22.1731,18,45
-16.9706,16.9706,18,45
-22.1731,9.1844,18,45
-24,0,18,45
-22.1731,-9.1844,18,45
-16.9706,-16.9706,18,45
-9.18439,-22.1731,18,45
0,-24,18,45
9.1844,-22.1731,18,45
16.9706,-16.9706,18,45
22.1731,-9.1844,18,45
35.3083,7.02325,18,45
29.9329,20.0005,18,45
20.0005,29.9329,18,45
7.02325,35.3083,18,45
-7.02325,35.3083,18,45
-20.0005,29.9329,18,45
-29.9329,20.0005,18,45
-35.3083,7.02324,18,45
-35.3083,-7.02325,18,45
-29.9329,-20.0005,18,45
-20.0005,-29.9329,18,45
-7.02324,-35.3083,18,45
7.02325,-35.3083,18,45
20.0005,-29.9329,18,45
29.9329,-20.0005,18,45
35.3083,-7.02325,18,45
48,0,18,45
44.3462,18.3688,18,45
33.9411,33.9411,18,45
18.3688,44.3462,18,45
0,48,18,45
-18.3688,44.3462,18,45
-33.9411,33.9411,18,45
-44.3462,18.3688,18,45
-48,-7.62939e-006,18,45
-44.3462,-18.3688,18,45
-33.9411,-33.9411,18,45
-18.3688,-44.3462,18,45
0,-48,18,45
18.3688,-44.3462,18,45
33.9411,-33.9411,18,45
44.3462,-18.3688,18,45
58.8471,11.7054,18,45
49.8882,33.3342,18,45
33.3342,49.8882,18,45
11.7054,58.8471,18,45
-11.7054,58.8471,18,45
-33.3342,49.8882,18,45
-49.8882,33.3342,18,45
-58.8471,11.7054,18,45
-58.8471,-11.7054,18,45
-49.8882,-33.3342,18,45
-33.3342,-49.8882,18,45
-11.7054,-58.8471,18,45
11.7054,-58.8471,18,45
33.3342,-49.8882,18,45
49.8882,-33.3342,18,45
58.8471,-11.7054,18,45
