110.0,118.0,18,45
121.7694,120.34109,18,45
119.97764,124.66684,18,45
116.66684,127.97764,18,45
112.34109,129.7694,18,45
107.65891,129.7694,18,45
103.33315,127.97763,18,45
100.02236,124.66684,18,45
98.2306,120.34108,18,45
98.2306,115.65891,18,45
100.02237,111.33316,18,45
103.33316,108.02236,18,45
107.65892,106.2306,18,45
112.34109,106.2306,18,45
116.66685,108.02237,18,45
119.97764,111.33316,18,45
121.7694,115.65892,18,45
134.0,118.0,18,45
132.1731,127.1844,18,45
126.9706,134.9706,18,45
119.1844,140.1731,18,45
110.0,142.0,18,45
100.8156,140.1731,18,45
93.0294,134.9706,18,45
87.8269,127.1844,18,45
86.0,118.0,18,45
87.8269,108.8156,18,45
93.0294,101.0294,18,45
100.81561,95.8269,18,45
110.0,94.0,18,45
119.1844,95.8269,18,45
126.9706,101.0294,18,45
132.1731,108.8156,18,45
145.3083,125.02325,18,45
139.9329,138.0005,18,45
130.0005,147.9329,18,45
117.02325,153.3083,18,45
102.97675,153.3083,18,45
89.9995,147.9329,18,45
80.0671,138.0005,18,45
74.6917,125.02324,18,45
74.6917,110.97675,18,45
80.0671,97.9995,18,45
89.9995,88.0671,18,45
102.97676,82.6917,18,45
117.02325,82.6917,18,45
130.0005,88.0671,18,45
139.9329,97.9995,18,45
145.3083,110.97675,18,45
158.0,118.0,18,45
154.3462,136.3688,18,45
143.9411,151.9411,18,45
128.3688,162.3462,18,45
110.0,166.0,18,45
91.6312,162.3462,18,45
76.0589,151.9411,18,45
65.6538,136.3688,18,45
62.0,117.999992371,18,45
65.6538,99.6312,18,45
76.0589,84.0589,18,45
91.6312,73.6538,18,45
110.0,70.0,18,45
128.3688,73.6538,18,45
143.9411,84.0589,18,45
154.3462,99.6312,18,45
168.8471,129.7054,18,45
159.8882,151.3342,18,45
143.3342,167.8882,18,45
121.7054,176.8471,18,45
98.2946,176.8471,18,45
76.6658,167.8882,18,45
60.1118,151.3342,18,45
51.1529,129.7054,18,45
51.1529,106.2946,18,45
60.1118,84.6658,18,45
76.6658,68.1118,18,45
98.2946,59.1529,18,45
121.7054,59.1529,18,45
143.3342,68.1118,18,45
159.8882,84.6658,18,45
168.8471,106.2946,18,45
