0.266,0.02203,0.0001816,0.06445,0.01525,0.1901,0.2685,0.07444,0.007852,-0.07008,0.009199,0.07855,0.1675,-0.0004841,-0.01071,0.1115,0.03147,0.2263,0.1397,0.03534,-0.01888,0.001997,0.06282,0.023,-0.04624,-0.01186,0.01398,0.01561,0.02735,0.1665,-0.03903,0.008412,0.04734,0.03577,0.1159,0.0955,0.09029,-0.0443,-0.02415,0.106,-0.05132,0.2355,-0.02282,-0.1215,0.03672,0.03468,-0.1302,0.0892,0.004841,0.0009683,0.01707,0.03558,0.004599,0.133,-0.05979,0.1094,0.05515,0.01997,-0.04412,0.1456,0.01259,-0.009199,-0.008896,0.03032,-0.006294,0.1272,0.02518,-0.003268,-0.001498,0.03468,-0.02421,0.08255,0.05205,-0.03389,0.002179,0.05392,-0.03365,0.1623,0.05271,-0.1042,0.03958,0.02156,-0.003328,0.1041,-0.05834,0.004599,-0.02015,0.1661,0.01912,0.3347,-0.0768,-0.1195,-0.05156,0.156,0.1282,0.0867,0.09271,0.01985,0.008351,-0.05102,0.03026,0.08037,0.0673,0.1055,0.05356,-0.0901,0.04793,0.06609,0.003631,0.02881,0.0216,-0.04539,0.003147,0.09812,0.01737,0.02639,0.006718,-0.03263,-0.005447,0.02126,0,-0.0004841,-0.005084,0.01507,0.002905,0.1175,0.05477,-0.06887,0.03463,-0.008669,-0.03195,0.08638,0.07577,-0.167,-0.1035,-0.005991,0.02856,0.2405,-0.01483,-0.3221,-0.04121,-0.104,0.07432,-0.05168,-0.01695,0.03583,0.01924,0.01924,-0.02469,0.1665,-0.1329,-0.0135,0.08556,0.1297,0.07111,0.1398,-0.04115,-0.02639,-0.02397,0.1218,0.0305,0.1958,-0.2206,0.004781,-0.04521,0.203,0.02705,0.1321,-0.03946,0.01235,0.001997,0.08642,-0.009683,0.1807,-0.1334,0.07734,0.0782,0.1328,-0.1143,0.07101,-0.01162,-0.1051,0.04539,0.09495,-0.02106,0.33,0.03468,-0.3598,0.05247,0.04094,-0.03655,0.1082
-0.03462,0.001695,0.04012,0.09405,-0.01501,0.2651,0.01991,-0.1026,0.05655,0.00935,-0.08618,0.1345,-0.07141,-0.03389,-0.01235,-0.003086,0.001937,0.3484,-0.007746,-0.1882,-0.08206,0.005084,0.1138,0.01719,-0.08836,0.001937,0.002542,-0.05792,0.003631,0.3591,-0.1333,-0.004902,-0.00531,-0.007217,-0.0006657,0.1151,-0.08134,0.0002421,0,-0.06681,-0.003873,0.3376,-0.1237,-0.001089,-0.001543,-0.01407,-0.005326,0.1248,-0.3447,0.03002,0.01852,0.01852,0.0167,0.2727,-0.1762,-0.1123,-0.01915,0.1563,0.0958,0.131,0.04382,-0.02929,-0.01525,0.283,-0.1435,0.4005,-0.02893,-0.05888,-0.06618,0.1647,-0.2431,0.1954,0.07044,-0.0673,-0.01634,-0.06972,0.05568,0.3082,0.1438,-0.1036,0.05769,-0.004357,0.09937,0.1254,0.006778,0,0.0007262,0.002179,0.0004841,0.3713,0.007141,-0.002965,-0.002133,0.0009078,0.007202,0.1533,0.04212,-0.06439,-0.04412,-0.009259,0.02784,0.388,0.05501,-0.298,-0.1393,-0.04244,0.08993,-0.037,0.006536,0.01573,-0.02378,0.00236,0.01283,0.3817,-0.1331,0.08606,-0.01521,-0.0635,0.09816,0.04603,-0.2094,-0.09247,0.05011,-0.1008,-0.08255,0.322,-0.144,-0.1032,0.06581,-0.01629,-0.09979,0.1977,-0.005568,-0.0004841,0.0005447,-0.003631,-0.0009683,0.3757,-0.00932,-0.00472,-0.001952,-0.006173,-0.005447,0.1459,-0.06584,-0.1523,-0.1049,0.0007262,-0.03946,0.4845,0.1118,-0.2885,-0.09513,-0.1038,-0.09937,-0.06657,0.0184,-0.00121,-0.01162,-0.001271,-0.002663,0.3562,0.2284,0.005084,-0.004675,-0.1644,-0.01719,0.004115,0.008957,0.0009683,0.0003631,-0.004539,0,0.366,0.2573,0.007504,-0.001362,-0.1774,-0.01089,-0.002582,0.0167,0.009199,0.005991,-0.008715,-0.004115,0.3544,0.2935,0.01222,0.001498,-0.1949,-0.0115,-0.008029
0.03607,0.001695,-0.06699,-0.02397,-0.007988,0.1661,-0.03328,-0.1557,-0.01076,0.01711,0.06947,0.06399,0.1917,-0.1363,-0.05247,-0.1414,-0.0351,0.1415,0.03782,-0.1353,0.01003,-0.005764,-0.09804,0.2755,-0.002179,-0.0259,-0.007081,-0.01797,0.01452,0.366,0.08466,-0.08291,0.004902,-0.1075,0.0512,0.01836,0.002905,0.002179,0.0009078,0.0003631,0.00121,0.3736,-0.01834,-0.02191,-0.01661,-0.06059,0.02493,0.1012,0.02832,-0.2907,-0.008896,-0.0541,0.01017,0.1975,-0.05126,-0.3356,0.0728,-0.115,0.1104,0.01206,-0.1031,0.01138,-0.01797,-0.09441,0.04139,0.311,-0.2095,-0.04049,-0.0006808,-0.1218,0.003207,0.02622,-0.09901,0.07674,0.007807,0.06881,-0.144,0.3423,-0.08914,-0.01053,0.05029,0.08651,-0.1236,0.3059,0.009441,-0.01525,-0.01071,0.005628,0.01477,0.3812,0.02233,-0.07722,-0.04857,0.1096,0.03038,0.1181,0.09731,-0.1581,0.09749,0.004357,-0.05858,0.2111,0.02808,-0.4019,0.1919,0.06168,-0.04412,0.2438,0.01767,-0.02033,-0.01035,-0.0009078,0.008957,0.3726,0.03214,-0.06621,-0.04979,0.02238,0.02251,0.1209,-0.001937,0.005568,-0.0001816,-0.00345,0.002663,0.3713,-0.04527,0.05816,0.03631,-0.05506,0.05489,0.1101,0.007504,0.0002421,0,-0.003268,-0.0004841,0.3746,-0.02711,-0.04751,-0.03531,-0.0566,-0.06009,0.1021,0.1285,-0.1281,0.02923,-0.02524,-0.01186,0.1715,0.1435,-0.2324,0.09704,-0.003813,-0.1253,0.09856,0.3568,0.02106,0.0167,-0.218,-0.01428,0.1565,0.3819,-0.04206,-0.03032,0,-0.04666,0.07908,0.389,0.003631,-0.0009078,-0.1796,-0.007746,0.1494,0.4235,-0.001755,-9.078e-005,0.05397,0.005023,0.138,0.4127,0.00702,0.0003631,-0.138,-0.002905,0.1398,0.4038,0.004539,-0.001089,0.1024,0.008049,0.16
0.01283,-0.02251,-0.003086,0.02542,-0.006294,0.1299,0.05217,-0.03891,0.02165,0.02728,-0.0262,0.126,-0.03752,-0.08787,-0.0728,0.07044,0.08908,0.1635,-0.1058,-0.209,-0.09786,0.1074,0.1842,0.06722,0.1169,-0.03728,-0.001271,0.2182,-0.07286,0.4046,-0.0719,-0.1092,0.005537,0.199,-0.1718,0.2329,0.1912,-0.08037,0.01525,-0.1162,0.06633,0.2873,0.1443,-0.03256,0.03522,0.04884,-0.04442,0.1245,0.0002421,-0.0004841,-0.002723,0.01107,0.004841,0.1212,0.05598,-0.01864,-0.002996,-0.0001816,0.005931,0.07871,0.1012,-0.2815,0.0394,0.003994,-0.02397,0.2651,0.04884,-0.3943,-0.02324,-0.04298,0.00121,0.07516,0.02953,-0.01695,-0.02451,0.005447,-0.01138,0.387,-0.1005,-0.01295,-0.04779,-0.1135,0.07553,0.00585,-0.1985,0.1409,0.0256,-0.00345,0.08206,0.2506,-0.1734,0.01446,0.07135,-0.005174,-0.002602,0.2083,-0.1479,0.003873,-0.0007262,0.1191,-0.03946,0.2027,-0.1397,0.09985,0.03549,0.05129,-0.1244,0.0627,-0.0823,-0.1036,0.07988,0.1175,-0.02033,0.248,0.03002,-0.3503,0.05469,-0.0162,-0.04527,0.1682,0.002179,0.001695,0.009985,-0.00581,-0.01283,0.3789,0.1411,-0.05592,-0.0443,-0.07394,-0.03256,0.01013,0.008957,0.0002421,-0.0007262,-0.006354,0.00121,0.3717,0.1713,0.01477,0.008669,-0.1284,0.0023,0.03901,0.1929,0.1496,0.1091,0.07407,0.1399,0.2119,0.1072,0.02626,0.08406,0.09731,0.198,0.09195,0.1179,-0.09973,0.005447,0.06046,-0.1038,0.1412,0.0141,-0.2001,-0.01357,0.2556,-0.1049,0.232,0.2895,0.002663,0.001271,0.2594,0.003631,0.3295,0.1535,-0.02064,-0.01797,0.4227,-0.002723,0.2814,0.2421,-0.003631,0.0005447,0.2633,0.01428,0.3282,0.1406,-0.003207,0.001589,0.4631,0.01567,0.2973
-0.00702,0.002179,0.01289,-0.01489,0.007746,0.1026,-0.03982,0.01313,0.006718,0.04176,-0.04,0.09368,-0.01089,-0.009441,-0.002723,-0.001634,0.003873,0.1204,0.05277,-0.0377,0.02955,0.03041,-0.03964,0.08343,0.00581,-0.1617,-0.1071,0.02651,0.01598,0.2306,-0.1251,-0.226,0.0216,0.03,0.1555,0.1842,-0.3767,-0.01501,0.01924,0.1173,-0.04018,0.2447,-0.2166,-0.1068,-0.01466,0.1275,-0.06397,0.2261,0.07988,0.01573,-0.02142,0.02415,0.01719,0.1465,0.0558,0.0426,0.002179,0.008397,0.01053,0.01202,0.007504,-0.008473,0.008533,-0.02197,0.009683,0.1055,0.02802,-0.01101,0.0157,-0.007171,0.01295,0.05539,0.04503,-0.07843,0.07353,0.01198,-0.061,0.1638,0.09356,-0.3028,0.1374,-0.003676,-0.07867,0.3101,0.02372,-0.01719,0.004539,0.00345,-0.00581,0.3823,0.06258,-0.1525,-0.147,-0.02505,0.1097,0.01557,-0.2629,-0.05205,0.0236,0.1688,0.07117,0.2171,-0.2341,-0.08291,-0.04362,-0.07534,0.115,0.03131,-0.2665,0.0915,-0.007262,0.07062,-0.1208,0.1344,-0.1794,0.1288,-0.01511,-0.1137,-0.1527,-0.001049,-0.07892,-0.02421,0.07081,-0.06191,0.02905,0.06149,0.06554,-0.1947,0.1113,-0.1135,-0.02947,0.214,-0.01186,-0.009199,-0.01162,-0.004539,-0.02009,0.3507,0.2025,-0.1547,-0.1153,-0.1648,-0.1075,-0.1327,0.1849,-0.01114,-0.02977,0.1665,-0.03607,0.2724,0.2433,-0.08654,-0.07471,0.1855,-0.1114,0.0447,0.0794,0.05035,0.05301,0.0541,0.0978,0.1461,0.1386,0.06191,0.06073,0.179,0.2196,0.1895,-0.1128,-0.05035,-0.02614,0.1122,-0.0167,0.1885,-0.1173,-0.1548,-0.01334,0.257,-0.01041,0.2332,-0.1116,0.007262,0.001089,0.2505,0.02469,0.2697,-0.1043,-0.0446,-0.0359,0.3633,-0.002602,0.2766
-0.07795,0.08739,0.007988,-0.05719,-0.1317,0.1364,-0.1426,0.1578,-0.03086,-0.007534,-0.05737,-0.05681,-0.002421,0.001452,-0.01017,-0.0276,0.007746,0.08844,-0.05453,0.04666,0.03359,0.04961,-0.03068,0.1214,-0.006536,-0.002663,0.002905,0.00345,0.0004841,0.1168,0.02336,-0.002058,0.01543,0.02869,-0.02154,0.07714,0.01331,-0.03341,0.1186,0.001634,-0.02518,0.1462,0.0007262,-0.188,0.07666,0.01107,0.04418,0.1628,0.08594,0.02082,-0.02996,0.02342,-0.03922,0.244,0.08709,0.1971,0.05224,0.03654,0.01809,0.05136,0.1094,0.01065,-0.001816,0.04666,0.02275,0.1714,0.05913,0.06748,0.02819,0.01648,0.009864,0.03151,0.02058,0.003147,0.001271,-0.01616,0.003389,0.09683,0.03341,0.01198,0.02183,-0.0113,0.007504,0.0606,-0.01235,-0.003147,0.06028,-0.005628,0.0007262,0.1128,0.09532,-0.1627,0.1027,-0.003767,-0.06941,0.1445,-0.2363,0.1031,0.04829,0.006536,-0.06536,0.1833,-0.05634,0.1938,0.07339,-0.1191,-0.01477,-0.01949,-0.1886,-0.03099,0.007625,0.1443,0.04091,0.2006,-0.1766,-0.0774,0.001952,-0.07843,0.135,0.06512,-0.3905,0.01041,-0.02288,0.1269,-0.003147,0.1849,-0.217,0.07038,-0.06595,-0.09518,-0.0659,-0.04587,-0.06899,0.003631,0.03068,-0.05501,0.005326,0.08424,-0.08255,-0.02481,0.1002,-0.1028,-0.06851,0.09998,0.06972,0.08739,0.06754,0.04466,0.03026,0.1352,0.1679,0.1733,0.0822,0.1822,0.03522,0.1801,0.1126,-0.06052,-0.03195,0.1342,-0.06609,0.2177,0.2119,-0.1332,-0.0591,0.1618,-0.07922,0.06124,0.1796,0.01259,-0.03595,0.09967,0.002421,0.1745,0.2122,0.09955,-0.03595,0.1832,0.03673,0.1466,-0.1143,-0.04672,0.0167,0.05773,0.03873,0.142,-0.00823,-0.14,0.02619,0.1936,0.1837,0.1924
0.26,0.1738,0.01961,0.04194,-0.02977,0.3239,0.06203,0.1347,0.08229,0.07076,0.09743,0.1723,-0.1854,0.03849,-0.0906,-0.06227,-0.1365,0.06116,-0.1038,0.1869,-0.05705,0.1034,-0.01471,0.07141,-0.004357,0.0009683,-0.007444,0.03558,-0.0002421,0.1369,-0.03716,0.04145,0.02428,0.03627,-0.01955,0.09925,0.009683,-0.0007262,-0.004539,0.02269,0.002905,0.1257,0.01344,-0.004176,0.0004085,0.0433,-0.03105,0.0752,-0.04648,-0.1958,0.1195,0.06863,-0.04624,0.3019,-0.105,0.03474,0.08669,0.1252,0.002542,0.2746,0.09489,0.05664,0.01888,0.03631,-0.003389,0.2469,0.03304,0.2531,-0.01112,-0.06636,-0.05144,0.08715,0.09804,0.01985,0.01253,-0.05102,0.02735,0.132,0.04309,0.05059,0.02387,-0.09237,0.01041,0.02074,0.00581,0.02106,0.0158,-0.02233,0.001452,0.1209,0.02681,0.021,0.02378,-0.03958,0.00587,0.03901,-0.008473,-0.002179,-0.02923,-0.00472,-0.005084,0.3801,-0.1015,0.05441,-0.04947,-0.06268,-0.02221,0.01263,-0.138,0.0581,0.06354,0.1485,-0.0276,0.3065,-0.06705,0.3198,0.05152,0.007761,-0.01525,0.1432,-0.061,0.03583,0.02905,0.01924,-0.0184,0.1769,-0.1782,-0.05247,0.03835,0.1084,0.09265,0.1408,-0.1835,-0.003147,-0.01071,0.1511,0.02082,0.2064,-0.2364,0.04962,-0.06627,0.1427,-0.0345,0.121,0.4198,0.02058,-0.005447,-0.08751,-0.003873,0.2743,0.4244,0.04055,-0.03214,0.09114,0.03607,0.1174,0.1978,0.1191,0.01017,0.0728,0.08642,0.2242,0.2589,0.2335,0.009486,0.1094,0.1015,0.1422,0.1457,-0.1097,-0.05755,0.02342,-0.07214,0.1756,0.2233,-0.1064,-0.01316,0.008034,-0.03873,0.09985,0.4285,0.03074,-0.003813,0.09913,-0.001937,0.3158,0.2622,0.08436,-0.04471,-0.001997,-0.0002421,-0.08638
-0.0581,-0.008715,-0.006899,-0.04993,0.007988,0.325,0.004176,0.07329,-0.06445,-0.1231,-0.08164,0.07089,0.1319,0.1111,0.02378,-0.1267,-0.1206,0.2062,0.09822,0.09877,0.05583,0.03572,-0.01803,0.01731,-0.09513,0.008715,-0.04357,0.1394,0.07335,0.2437,0.07698,0.1827,-0.03136,0.1505,0.03928,0.1711,-0.003873,-0.008473,-0.01253,-0.03268,0.005084,0.1001,0.07395,0.04533,0.02923,0.05043,-0.006233,0.1251,0.1213,0.07262,-0.0679,-0.01943,-0.09271,0.2732,0.0518,0.1868,-0.1233,0.1162,-0.03189,0.08731,-0.06318,-0.1053,-0.02687,-0.04176,0.1515,0.2718,-0.02378,-0.006233,0.05719,0.005628,0.123,0.2591,0.04139,0.1058,-0.03214,-0.04956,0.113,0.2188,-0.09217,0.1981,-0.01806,-0.1233,-0.05465,-0.003671,-0.1114,0.006294,-0.0009078,0.007262,-0.009441,0.1544,-0.05671,0.05604,0.02637,-0.06531,-0.004478,0.04176,-0.07311,0.05834,-0.0187,-0.065,0.06415,0.3286,-0.1643,0.09992,-0.05515,-0.1123,0.1188,0.09534,-0.154,-0.03946,-0.04448,-0.1004,-0.04624,0.3176,-0.1733,-0.01985,-0.06513,-0.04167,-0.1094,0.01033,0.04551,0.0443,0.09386,-0.0167,0.01961,0.2204,-0.0325,0.2841,0.1024,0.08719,-0.03141,0.2618,0.00702,-0.007746,-0.01126,0.0138,0.001695,0.1131,-0.06681,0.01955,0.04026,0.1398,0.04097,0.188,0.06899,-0.004599,0.007081,-0.06373,0.0009683,0.3266,0.3759,-0.004539,0.005038,-0.2648,-0.01434,-0.03667,0.1271,0.01331,-0.005265,-0.07861,-0.01356,0.311,0.3478,0.06645,-0.0423,-0.2497,0.02312,-0.1239,0.2496,0.1501,0.00472,-0.06609,-0.001937,0.1302,0.2427,0.2335,0.1015,-0.1685,0.082,0.007262,-0.01259,-0.04938,0.0005447,-0.183,0.05132,0.1046,0.09283,-0.07795,0.01516,-0.2643,0.05652,-0.03445
-0.01356,-0.00823,-0.001816,0.1088,0.00823,0.3692,-0.1362,-0.02215,-0.006672,0.02746,0.01101,0.09683,-0.04285,0.0007262,0.005265,0.09568,0.003147,0.3726,-0.05447,0.03794,-0.05369,-0.0674,-0.04339,0.04761,0.05568,0.1099,-0.04357,-0.04394,-0.09078,0.2301,0.1261,0.1189,0.05383,-0.05392,-0.1372,0.05067,0.207,0.03801,0.01035,0.09858,0.02397,0.2104,0.2962,0.09647,0.003676,0.09591,-0.0161,0.1798,-0.009441,0.006536,-0.02015,0.007625,-0.01743,0.3608,0.04684,-0.04424,-0.04852,-0.09454,0.01107,0.07052,0.1576,0.1038,-0.01616,0.001816,-0.07214,0.2079,0.0935,0.1705,0.02328,0.07503,-0.08914,0.1534,-0.1842,-0.08545,0.04139,0.08097,0.09683,0.3323,0.003994,0.07746,-0.0335,0.05601,0.1786,0.1439,0.02784,0.09417,0.04448,0.01235,0.03316,0.1688,-0.1105,0.155,0.02891,-0.02415,-0.04242,0.1312,-0.07141,-0.03316,-0.0118,-0.05265,-0.02251,0.3387,-0.08727,-0.02221,-0.06672,0.1171,-0.0331,0.1118,-0.1767,0.05132,0.07353,0.1732,0.03776,0.3789,-0.1773,0.1422,0.1112,0.09972,0.1175,0.3087,-0.002905,0.1421,-0.175,0.07353,-0.001695,0.2543,-0.08376,0.1098,-0.127,0.05742,-0.211,-0.03163,0.1363,0.07359,0.03595,0.08224,-0.001452,0.244,0.102,0.153,0.01639,-0.001997,0.04442,0.0539,0.00581,-0.001452,-0.0007262,0.007444,-0.0002421,0.3775,0.01011,0.01077,-0.02083,-0.03372,0.000121,0.1142,0.004599,-0.01162,-0.009441,-0.006718,0.0007262,0.3775,0.001331,0.01458,0.01884,-0.08247,0.01011,0.06011,-0.1051,0.137,-0.09477,0.01743,0.07867,0.3381,-0.04496,0.2846,-0.05991,-0.08869,0.03619,-0.01989,-0.09586,0.04987,0.0207,0.02451,0.002905,0.1711,-0.1209,0.07456,0.07416,-0.02147,0.03401,0.07617
-0.1208,0.003873,-0.001452,-0.04666,0.001452,0.2723,-0.2168,0.003268,9.078e-005,-0.0802,0.04018,0.07597,-0.1017,-0.0009683,0.0001816,-0.0532,-0.004841,0.2718,-0.2262,-0.01047,0.004312,-0.09781,-0.01023,0.08077,-0.0702,-0.01719,-0.007988,-0.04267,-0.002905,0.3002,-0.07111,0.07649,-0.01257,-0.1618,-0.1449,0.005124,0.107,0.0351,0.008896,-0.1398,-0.02977,0.2098,0.1656,0.0679,-0.001407,-0.2219,-0.04781,-0.05217,-0.05326,-0.0138,-0.004539,-0.06009,-0.002663,0.304,-0.08763,-0.02729,-0.008351,-0.08252,-0.009622,0.1335,0.005568,0.003389,-0.03486,-0.09423,-0.00581,0.2865,0.1002,0.1381,-0.04979,-0.07167,-0.1383,0.02743,0.2305,0.1186,0.04866,0.04375,0.08206,0.2182,0.1104,0.0932,-0.001952,0.05251,0.1282,0.1965,-0.06149,0.06391,0.03522,-0.009985,-0.04987,0.1386,0.02838,0.1758,0.04099,0.1322,-0.06009,0.1756,0.05568,-0.0167,-0.03359,0.02033,0.04067,0.3236,0.09495,-0.02784,-0.06627,0.0905,0.01017,0.1182,0.1206,0.1438,0.07861,0.005084,0.0322,0.2677,-0.05229,0.1896,0.06981,0.03876,0.08684,0.3376,-0.08182,-0.03002,-0.1053,-0.1302,-0.1523,0.1759,-0.06663,0.03752,-0.07144,-0.01475,-0.0725,-0.02086,-0.144,0.06488,0.01888,-0.06009,-0.003873,0.1552,-0.01719,0.1767,0.02297,-0.08197,0.05925,0.06891,-0.004115,-0.006778,0.006173,-0.01398,-0.003873,0.3755,-0.1181,-0.0262,-0.07153,-0.09405,-0.0118,0.06681,-0.1886,0.001937,0.01416,-0.1193,0.01162,0.2926,-0.1609,0.04121,0.1004,-0.1114,0.06155,0.1502,0.007988,0.1915,-0.1774,-0.05556,-0.04769,0.2077,-0.1291,0.2034,-0.08733,-0.003586,-0.09338,0.06169,-0.01549,0.07383,0.0216,-0.002905,0.00121,0.1615,-0.03613,0.1195,0.0212,0.1348,-0.002118,0.1795
